id,carat,cut,color,clarity,depth,table,x,y,z,price
14395,0.31,Ideal,H,VVS1,60.8,55.0,4.42,4.39,2.68,942
1958,0.7,Very Good,E,SI2,59.8,58.0,5.74,5.76,3.44,2335
8902,0.41,Ideal,I,VVS1,62.3,53.0,4.77,4.79,2.98,785
14141,0.28,Very Good,D,VVS1,60.4,59.0,4.23,4.25,2.56,642
9196,2.02,Premium,G,SI2,61.3,56.0,8.22,8.16,5.02,16929
24624,0.35,Fair,G,VS2,65.9,54.0,5.57,5.53,3.66,1415
23246,0.3,Ideal,D,VVS2,59.4,60.0,4.39,4.47,2.63,802
18885,0.9,Very Good,E,VS2,62.9,57.0,6.16,6.18,3.88,4580
3593,0.32,Premium,G,VS2,61.1,58.0,4.45,4.42,2.71,720
23062,0.39,Very Good,H,VVS2,62.1,58.0,4.63,4.65,2.88,855
17372,0.53,Ideal,G,VS2,61.0,55.0,5.23,5.24,3.2,1625
1135,0.43,Ideal,D,VS1,61.9,55.0,4.85,4.87,3.01,1207
18349,0.43,Ideal,D,VS1,62.1,56.0,4.85,4.87,3.02,1207
6157,0.91,Ideal,E,SI2,61.5,56.0,6.2,6.23,3.82,3968
21802,1.21,Ideal,I,VS1,60.3,60.0,6.89,6.93,4.17,6279
20026,1.5,Premium,F,SI2,60.8,59.0,7.36,7.3,4.46,9408
23656,0.7,Premium,F,SI1,62.3,58.0,5.67,5.72,3.55,2196
11062,0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,4281
6191,1.01,Premium,D,SI2,61.7,59.0,6.41,6.37,3.94,4072
22558,0.4,Ideal,E,SI2,61.3,56.0,4.75,4.78,2.92,629
21906,0.76,Premium,E,VS2,60.1,59.0,6.01,5.97,3.6,3192
5147,1.31,Premium,J,VS2,62.0,59.0,7.04,6.97,4.34,6822
13785,0.92,Premium,F,SI2,62.1,59.0,6.26,6.21,3.87,3787
1836,0.47,Ideal,I,VS2,62.1,54.0,4.98,5.0,3.1,884
15116,0.4,Good,E,SI1,64.2,56.0,4.69,4.66,3.0,882
24498,0.7,Good,D,VVS1,59.2,59.0,5.76,5.79,3.42,4198
22351,0.66,Very Good,H,VVS1,61.9,59.0,5.59,5.65,3.48,2323
14574,0.33,Ideal,F,VVS1,61.1,56.0,4.45,4.48,2.73,893
5268,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,898
3057,0.3,Ideal,F,SI1,61.9,57.0,4.28,4.31,2.66,609
10303,0.3,Good,G,VS2,63.1,56.0,4.25,4.28,2.69,526
23182,0.3,Ideal,F,IF,62.1,55.0,4.31,4.35,2.69,886
17200,0.91,Very Good,H,SI2,63.3,58.0,6.11,6.06,3.85,3756
22816,0.71,Premium,F,SI1,60.3,60.0,5.76,5.79,3.48,2262
24231,0.71,Premium,G,SI2,59.9,59.0,5.79,5.82,3.48,1717
9808,1.52,Ideal,G,SI1,63.0,55.0,7.31,7.38,4.63,11510
17764,1.52,Premium,I,SI2,59.8,62.0,7.47,7.41,4.45,8010
3190,0.3,Premium,H,VS1,62.4,60.0,4.29,4.23,2.66,630
18928,0.31,Very Good,G,VVS2,62.9,58.0,4.27,4.31,2.7,707
6746,1.22,Ideal,J,VS1,61.4,58.0,6.85,6.87,4.21,6201
7445,1.01,Good,F,SI2,63.7,59.0,6.28,6.38,4.03,4166
10898,0.32,Ideal,I,IF,60.8,54.0,4.47,4.44,2.71,864
13861,1.07,Very Good,F,VS1,62.0,56.0,6.51,6.55,4.05,7513
9195,0.34,Ideal,H,VS2,60.4,57.0,4.54,4.57,2.75,555
1974,0.43,Ideal,I,VVS2,60.9,57.0,4.85,4.9,2.97,929
14900,0.91,Good,D,SI1,64.6,58.0,6.02,6.12,3.92,4265
18754,0.26,Good,D,VVS2,63.6,56.0,4.06,4.09,2.59,564
11557,1.22,Very Good,E,SI2,63.3,56.0,6.78,6.75,4.28,5739
15602,1.06,Premium,D,SI2,61.6,61.0,6.59,6.53,4.04,4903
16019,0.73,Ideal,E,VS1,60.9,55.8,5.8,5.85,3.55,3660
9398,1.11,Ideal,I,SI1,61.7,57.0,6.61,6.64,4.09,6090
14659,2.22,Ideal,I,VS2,61.3,56.0,8.45,8.36,5.15,18531
8451,0.3,Very Good,H,VS1,60.4,61.0,4.3,4.34,2.61,526
15039,0.9,Fair,I,VVS1,63.5,57.0,5.98,6.09,3.83,4194
11093,1.01,Premium,F,SI2,62.2,59.0,6.41,6.38,3.98,5096
23713,0.9,Ideal,H,VVS2,62.0,57.0,6.2,6.15,3.83,4838
19057,0.33,Ideal,G,VS1,61.9,56.0,4.44,4.48,2.76,666
22483,0.41,Very Good,E,VVS2,62.8,54.0,4.72,4.77,2.98,1187
11281,0.57,Ideal,F,VS2,62.1,55.0,5.35,5.31,3.31,1760
16298,1.1,Premium,G,SI2,,59.0,6.71,6.59,4.08,4650
8684,1.91,Premium,G,SI2,61.9,58.0,7.9,7.84,4.87,9038
2465,1.23,Very Good,F,VS1,59.3,59.0,6.98,7.01,4.15,10609
6880,0.4,Very Good,H,VVS1,62.9,56.0,4.69,4.72,2.96,954
2999,0.33,Ideal,G,VVS1,61.9,55.0,4.45,4.5,2.77,858
5941,1.25,Ideal,E,VVS1,62.6,56.0,6.83,6.91,4.3,13536
22635,0.31,Very Good,F,VS2,62.8,56.0,4.28,4.32,2.7,625
7230,0.55,Ideal,F,SI1,61.8,55.0,5.27,5.22,3.24,1415
6150,0.3,Premium,H,SI1,62.6,58.0,4.28,4.22,2.66,540
5758,0.54,Very Good,F,VS1,60.0,59.0,5.26,5.32,3.17,1653
26576,0.41,Ideal,F,VS1,60.8,56.0,4.76,4.79,2.92,1007
4531,0.44,Ideal,H,IF,61.5,56.0,4.89,4.93,3.02,1185
10146,0.52,Very Good,E,VS1,58.9,64.0,5.23,5.3,3.1,2092
25864,0.51,Ideal,G,VVS1,62.6,57.0,5.08,5.14,3.2,2005
9007,0.56,Ideal,D,VS2,60.9,56.0,5.31,5.36,3.25,1963
17796,2.01,Premium,I,SI1,60.1,59.0,8.21,8.15,4.92,14752
16413,0.51,Ideal,F,VVS2,62.4,57.0,5.08,5.12,3.18,2093
20907,0.4,Premium,G,VVS2,61.1,58.0,4.76,4.74,2.9,1050
21205,0.42,Premium,D,VS1,60.8,59.0,4.79,4.85,2.93,1179
25884,0.96,Fair,G,SI2,72.2,56.0,6.01,5.81,4.28,2438
11166,0.34,Premium,G,VVS2,61.4,59.0,4.52,4.47,2.76,995
17266,0.4,Premium,D,SI1,60.9,60.0,4.78,4.74,2.9,884
6378,1.5,Good,E,I1,62.4,64.0,7.22,7.26,4.52,4989
426,1.0,Premium,I,SI1,62.2,62.0,6.39,6.33,3.96,3360
12218,0.59,Ideal,G,VS2,62.6,54.0,5.32,5.38,3.35,1664
9447,0.9,Premium,E,SI2,61.7,58.0,6.18,6.11,3.79,3830
24008,0.74,Premium,H,SI1,60.9,60.0,5.81,5.75,3.52,2201
9787,0.39,Good,G,VS2,63.7,53.0,4.62,4.67,2.96,734
13538,0.42,Ideal,G,VVS2,62.2,56.0,4.77,4.81,2.98,1031
20159,0.9,Ideal,D,SI1,61.6,55.0,6.23,6.27,3.85,5081
23534,1.17,Good,J,SI1,63.9,55.0,6.66,6.73,4.28,4054
26178,1.36,Very Good,D,SI1,59.5,61.0,7.21,7.24,4.3,9874
14732,1.01,Good,D,VS2,67.0,57.0,6.11,6.22,4.13,6113
22734,0.39,Ideal,I,VVS2,62.3,54.0,4.66,4.69,2.91,787
5111,0.36,Good,D,SI1,63.4,57.0,4.55,4.57,2.89,663
14688,0.32,Very Good,E,IF,61.4,55.0,4.43,4.46,2.73,1018
238,0.9,Very Good,D,SI2,60.3,63.0,6.12,6.22,3.72,3534
22103,0.32,Very Good,J,SI1,63.0,58.0,4.32,4.35,2.73,374
4987,0.5,Very Good,E,VS2,63.0,58.0,5.07,5.09,3.2,1386
24387,1.01,Ideal,I,SI1,61.9,59.0,6.38,6.42,3.96,4638
16438,0.56,Premium,D,SI1,59.9,60.0,5.39,5.33,3.21,1814
23632,0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,898
11946,0.72,Premium,F,SI1,59.3,60.0,5.91,5.86,3.49,2030
20402,0.3,Good,G,VS1,,58.0,4.23,4.25,2.69,605
15941,0.7,Ideal,F,SI2,62.8,55.0,5.68,5.65,3.56,2138
24372,0.39,Premium,F,IF,58.0,61.0,4.83,4.79,2.79,1290
13352,0.6,Ideal,G,VVS2,61.3,56.0,5.43,5.46,3.34,2467
1737,0.92,Good,J,SI2,59.0,63.0,6.3,6.35,3.73,3070
21579,0.55,Ideal,E,SI1,62.1,55.0,5.26,5.21,3.25,1668
7639,0.59,Premium,H,VVS2,62.3,55.0,5.42,5.33,3.35,1886
6996,1.22,Premium,E,SI2,61.5,58.0,6.86,6.84,4.21,6121
17971,0.31,Premium,D,VS2,61.7,58.0,4.32,4.37,2.68,636
22383,0.38,Ideal,F,SI1,61.8,55.0,4.66,4.69,2.89,640
19096,0.33,Ideal,F,VS2,62.3,56.0,4.43,4.46,2.77,666
7891,0.38,Ideal,F,VS1,61.1,56.0,4.7,4.65,2.86,1004
23210,0.51,Ideal,F,VS1,61.7,55.0,5.13,5.17,3.18,1728
19272,2.35,Premium,I,SI2,61.1,58.0,8.63,8.56,5.25,17294
22495,2.14,Ideal,I,SI2,60.7,57.0,8.4,8.34,5.08,14267
20889,1.14,Premium,H,SI1,62.5,58.0,6.71,6.67,4.18,4948
7936,0.9,Very Good,F,SI2,60.3,63.0,6.28,6.21,3.77,3630
19098,0.36,Ideal,F,SI1,62.7,57.0,4.56,4.53,2.85,667
9142,1.51,Premium,E,SI2,60.6,59.0,7.47,7.41,4.51,10570
25113,0.29,Fair,D,VS2,64.7,62.0,4.14,4.11,2.67,592
5494,1.01,Ideal,H,SI2,61.7,56.0,6.47,6.43,3.98,4129
2900,0.34,Ideal,F,VS1,62.1,57.0,4.49,4.53,2.8,745
22037,2.14,Premium,H,SI2,62.0,60.0,8.27,8.19,5.1,16723
2913,0.72,Very Good,E,SI2,59.7,59.0,5.77,5.82,3.46,2655
17357,0.58,Very Good,G,VVS2,62.0,57.0,5.33,5.34,3.31,2078
18304,1.02,Very Good,E,SI1,63.1,61.0,6.42,6.35,4.03,5508
6932,0.4,Good,F,VS2,63.4,54.4,4.68,4.73,2.99,826
18190,0.3,Very Good,G,SI1,61.0,57.0,4.31,4.34,2.64,447
8313,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2228
22447,0.51,Ideal,J,SI2,62.1,56.0,5.1,5.14,3.18,885
13657,0.91,Very Good,G,VVS2,62.1,60.0,6.14,6.19,3.83,4913
13843,0.5,Good,E,SI1,63.2,57.0,5.03,5.06,3.19,1316
17944,0.74,Very Good,F,SI2,63.1,55.0,5.77,5.74,3.63,2261
14412,0.7,Ideal,D,SI2,62.1,55.0,5.68,5.73,3.54,2553
2190,0.3,Ideal,H,VS1,61.9,58.0,4.3,4.32,2.67,545
25332,0.71,Very Good,F,SI1,61.9,56.0,5.67,5.7,3.52,2333
26931,0.41,Ideal,F,VVS1,62.0,55.0,4.78,4.74,2.95,1356
208,1.24,Ideal,G,VS2,62.0,57.0,6.87,6.84,4.25,9188
8465,0.93,Good,G,VS1,63.8,59.0,6.15,6.21,3.94,4503
22555,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,12829
21389,1.3,Ideal,G,VS1,62.0,55.0,6.98,7.02,4.34,10038
23865,0.73,Premium,G,VS1,61.5,58.0,5.79,5.75,3.55,2770
11076,0.9,Ideal,H,SI2,61.9,55.0,6.21,6.19,3.84,4101
3894,1.39,Very Good,I,I1,62.6,57.0,7.1,7.15,4.46,3914
24735,0.4,Ideal,D,VS2,60.5,57.0,4.8,4.76,2.89,1125
16056,0.34,Premium,I,SI1,62.7,58.0,4.4,4.43,2.77,447
21737,0.33,Ideal,D,VS2,62.3,56.0,4.46,4.43,2.77,1002
12528,1.02,Premium,H,SI1,61.8,56.0,6.47,6.42,3.98,4102
10279,0.9,Very Good,I,VS1,62.6,58.0,6.09,6.15,3.83,3844
15944,2.13,Premium,H,SI2,62.3,57.0,8.24,8.16,5.11,17073
5986,1.69,Premium,I,I1,62.4,60.0,7.59,7.56,4.73,6436
6433,2.01,Good,I,SI1,58.8,60.0,8.27,8.19,4.84,16731
19737,1.17,Premium,H,SI1,62.3,57.0,6.75,6.71,4.19,5004
13042,0.56,Ideal,E,VS2,61.1,57.0,5.37,5.33,3.27,2066
6375,1.18,Ideal,I,VVS1,59.7,54.0,6.99,6.92,4.15,6494
4110,1.07,Ideal,H,VS2,63.6,59.0,6.46,6.42,4.09,5698
3397,1.36,Very Good,H,VS1,59.9,58.0,7.16,7.2,4.3,9178
12796,0.43,Very Good,G,SI1,62.9,55.0,4.83,4.87,3.05,754
4,0.42,Ideal,F,VS1,61.6,56.0,4.82,4.8,2.96,1082
9721,1.08,Very Good,G,SI1,60.6,58.0,6.58,6.73,4.03,4906
10053,0.41,Very Good,E,VS1,62.0,57.0,4.74,4.77,2.95,1079
3732,1.15,Ideal,H,SI2,62.5,58.0,6.65,6.69,4.17,5306
2446,0.32,Ideal,H,VS2,62.2,57.0,4.38,4.36,2.72,648
14656,0.7,Ideal,G,VS1,61.3,57.0,5.71,5.74,3.51,2839
13998,0.26,Ideal,G,SI1,62.0,55.0,4.08,4.11,2.54,394
18528,0.74,Ideal,E,VS2,62.6,56.0,5.73,5.81,3.61,3036
20256,0.4,Ideal,F,VVS2,61.6,56.0,4.73,4.77,2.93,1196
11146,0.91,Premium,G,SI1,62.2,59.0,6.15,6.19,3.84,4045
18456,0.8,Premium,H,SI1,62.0,59.0,5.91,5.96,3.68,2699
20251,1.08,Ideal,G,SI1,61.8,56.0,6.55,6.58,4.06,5256
26466,1.02,Very Good,H,SI1,62.8,58.0,6.37,6.43,4.02,4932
16953,0.43,Ideal,H,SI1,61.5,57.0,4.88,4.84,2.99,1045
20588,1.0,Premium,G,VS2,61.6,58.0,6.43,6.39,3.95,6048
1868,0.4,Ideal,F,VVS1,61.3,55.0,4.78,4.75,2.92,1323
5559,1.02,Premium,F,VS1,61.9,59.0,6.44,6.38,3.97,7389
1198,0.71,Very Good,D,SI1,60.1,60.0,5.76,5.79,3.47,2921
17543,1.02,Ideal,D,VS1,62.6,57.0,6.4,6.44,4.02,8347
14304,1.04,Very Good,D,SI2,62.9,58.0,6.41,6.47,4.05,5265
12340,0.51,Very Good,E,VVS1,59.7,59.0,5.19,5.2,3.1,2369
11888,1.0,Very Good,G,SI2,62.8,57.0,6.31,6.37,3.98,4207
23664,0.31,Ideal,F,IF,61.4,56.0,4.4,4.43,2.71,1168
8511,0.3,Ideal,D,VS2,62.2,55.0,4.33,4.29,2.68,911
11845,0.53,Very Good,D,VS1,60.5,58.0,5.27,5.3,3.2,2170
22270,1.09,Ideal,G,VVS2,61.2,57.0,6.62,6.66,4.06,8295
1264,1.3,Very Good,H,SI2,62.8,58.0,6.93,7.01,4.38,6140
26652,0.56,Ideal,D,VS1,61.7,56.0,5.33,5.3,3.28,2026
22949,0.95,Premium,I,SI2,62.5,58.0,6.3,6.24,3.92,3237
4374,0.28,Very Good,E,VVS1,59.6,59.0,4.3,4.33,2.57,642
24026,0.23,Good,D,VVS1,64.8,58.0,3.83,3.85,2.49,478
24248,0.28,Very Good,E,IF,59.6,55.0,4.24,4.31,2.55,688
15563,0.36,Ideal,I,VS1,62.0,54.0,4.58,4.61,2.85,587
14542,0.53,Ideal,D,VS2,62.2,56.0,5.16,5.19,3.22,1857
21723,1.55,Ideal,D,VS2,60.1,58.0,7.56,7.54,4.54,15845
17417,1.24,Premium,E,VS1,59.9,61.0,6.99,6.96,4.18,10388
23946,0.32,Ideal,E,VS2,62.0,55.0,4.46,4.38,2.74,900
20500,1.5,Good,G,VS2,59.0,58.0,7.41,7.45,4.38,11294
15822,0.43,Very Good,F,SI1,62.9,60.0,4.77,4.8,3.01,792
4883,0.96,Fair,H,I1,69.2,56.0,5.97,5.83,4.08,1739
916,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,680
2327,0.72,Very Good,H,SI2,63.5,58.0,5.65,5.68,3.6,1942
22199,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,4640
26580,1.04,Premium,H,SI1,62.6,59.0,6.47,6.43,4.04,4980
13642,0.39,Ideal,G,VVS1,62.3,57.0,4.64,4.7,2.91,1095
26784,0.75,Premium,G,SI2,62.7,58.0,5.82,5.76,3.63,2268
26723,0.3,Ideal,H,VVS2,62.7,53.0,4.29,4.32,2.7,590
10603,1.52,Premium,D,SI2,61.4,54.0,7.51,7.43,4.59,10308
19425,0.7,Ideal,F,VS2,61.8,54.0,5.68,5.71,3.52,2671
18751,0.31,Ideal,D,SI1,62.4,53.0,4.35,4.33,2.71,732
17193,0.82,Premium,I,VS2,62.6,59.0,5.91,5.87,3.69,2648
23816,1.11,Ideal,I,SI1,62.4,55.0,6.6,6.64,4.13,4273
66,0.38,Premium,I,VS2,61.7,59.0,4.64,4.6,2.85,812
1143,1.1,Premium,H,SI2,59.5,57.0,6.81,6.74,4.03,4004
16635,0.26,Very Good,F,VVS2,60.0,59.0,4.11,4.15,2.48,597
24466,1.01,Premium,I,SI1,59.9,59.0,6.46,6.42,3.86,4129
24929,1.1,Ideal,G,SI2,62.5,55.0,6.61,6.66,4.15,5407
17714,0.37,Ideal,E,SI1,62.7,54.0,4.55,4.6,2.87,649
14505,0.92,Very Good,D,VVS2,62.8,58.0,6.11,6.22,3.87,7150
19612,1.58,Premium,I,VS1,61.1,59.0,7.44,7.52,4.57,10428
12019,1.54,Ideal,F,VS1,60.5,56.0,7.52,7.49,4.54,17949
16211,1.12,Ideal,G,VS2,62.1,57.0,6.63,6.6,4.11,6322
19519,0.73,Ideal,H,IF,61.6,55.0,5.8,5.82,3.58,3378
2168,1.75,Good,D,SI1,63.8,57.0,7.63,7.53,4.84,12918
22771,1.03,Very Good,H,SI1,60.4,60.0,6.41,6.53,3.91,5050
4296,1.3,Good,E,VVS2,62.8,59.0,6.95,6.99,4.38,12967
10468,0.51,Ideal,E,VS2,61.5,57.0,5.09,5.12,3.14,1656
7158,0.93,Premium,J,VS2,61.1,59.0,6.34,6.32,3.87,3125
20025,1.06,Premium,E,SI2,60.5,60.0,6.67,6.61,4.02,4737
8870,0.3,Ideal,G,VVS1,61.5,55.0,4.33,4.35,2.67,764
526,1.05,Ideal,G,VS2,61.6,56.0,6.52,6.56,4.03,6837
13356,1.52,Ideal,I,VVS1,61.9,56.0,7.34,7.37,4.55,10968
19471,0.73,Premium,F,SI2,60.5,57.0,5.84,5.8,3.52,2351
20796,0.83,Ideal,G,SI1,61.8,55.0,6.05,6.09,3.75,3171
18008,0.98,Premium,H,I1,59.6,60.0,6.61,6.48,3.89,2046
6503,1.07,Ideal,J,SI1,62.4,56.0,6.52,6.56,4.08,4422
14257,1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,4973
12696,0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93,7415
5938,0.3,Premium,E,VS1,61.3,59.0,4.28,4.33,2.64,710
14748,0.7,Ideal,F,VS1,62.2,56.0,5.73,5.68,3.55,2792
20813,0.51,Premium,F,VS2,61.4,58.0,5.13,5.09,3.14,1619
19561,1.51,Premium,G,SI1,60.4,58.0,7.46,7.38,4.48,10655
7680,1.23,Very Good,J,VVS2,61.2,57.0,6.86,6.92,4.22,5665
22036,0.41,Good,H,SI1,63.8,56.0,4.69,4.74,3.01,683
829,0.34,Good,H,VS2,63.7,57.0,4.42,4.44,2.82,537
22045,0.86,Ideal,I,VS2,63.0,53.0,6.1,6.06,3.83,2706
21117,1.51,Ideal,E,SI1,62.2,56.0,7.31,7.36,4.56,13254
3999,0.4,Ideal,G,VS2,62.1,58.0,4.68,4.72,2.92,859
15851,0.4,Ideal,D,VS2,61.5,55.0,4.71,4.75,2.91,982
15435,0.55,Ideal,F,VVS1,62.1,56.0,5.25,5.28,3.27,2359
23122,1.45,Very Good,F,VS2,62.6,58.0,7.12,7.2,4.48,11667
5664,0.41,Very Good,F,SI2,60.8,58.0,4.78,4.83,2.92,647
1851,1.59,Very Good,I,SI2,61.6,57.0,7.51,7.56,4.64,7835
3012,1.03,Ideal,G,VVS2,60.7,57.0,6.5,6.58,3.97,8385
5936,1.31,Ideal,G,VVS2,60.9,56.0,7.17,7.07,4.32,11531
20218,1.58,Premium,G,VS1,62.4,60.0,7.46,7.38,4.63,14451
641,0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1019
22854,1.01,Premium,F,IF,62.3,57.0,6.5,6.35,4.0,9627
4902,1.1,Premium,I,SI1,61.2,61.0,6.66,6.61,4.01,4725
2966,0.34,Ideal,H,VS1,62.3,55.0,4.48,4.45,2.78,765
9797,0.33,Ideal,E,VS2,62.5,55.0,4.46,4.41,2.77,792
928,0.32,Ideal,F,VVS2,62.0,55.0,4.41,4.39,2.73,1008
1894,1.06,Ideal,D,SI1,62.7,54.0,6.52,6.55,4.1,5946
15823,0.35,Premium,F,VS2,62.1,60.0,4.45,4.51,2.78,706
22446,0.36,Premium,I,VS2,,58.0,4.57,4.52,2.8,648
22448,0.5,Very Good,E,SI1,59.4,60.0,5.14,5.16,3.06,1293
3100,1.71,Very Good,F,VS2,58.5,61.0,7.88,7.79,4.58,17052
23203,1.17,Ideal,G,VS2,62.2,57.0,6.75,6.72,4.19,6321
7258,0.41,Premium,E,VS2,59.8,60.0,4.87,4.83,2.9,999
19325,0.64,Premium,F,SI1,60.1,60.0,5.62,5.57,3.36,1901
14655,0.31,Ideal,D,VS2,62.1,55.0,4.31,4.32,2.68,734
3045,0.3,Premium,D,VS2,62.9,59.0,4.27,4.22,2.67,911
24515,0.9,Good,H,SI1,64.4,58.0,6.04,6.08,3.9,3465
9785,0.5,Premium,G,SI2,62.0,59.0,5.1,5.03,3.14,1031
20902,1.03,Ideal,J,SI1,61.9,56.0,6.45,6.5,4.01,3921
21927,1.51,Very Good,I,SI1,61.4,60.0,7.37,7.33,4.51,8073
17658,0.3,Premium,G,VVS2,61.9,59.0,4.25,4.28,2.64,684
6909,0.7,Very Good,I,VVS2,60.1,63.0,5.81,5.74,3.47,2415
15306,0.31,Good,E,SI1,63.3,55.0,4.31,4.35,2.74,544
8175,0.41,Ideal,D,VS2,62.2,54.0,4.81,4.77,2.98,1076
1167,0.32,Ideal,E,VS1,61.7,57.0,4.42,4.39,2.72,972
5806,2.16,Very Good,I,SI1,58.5,60.0,8.49,8.54,4.98,17772
18965,1.11,Very Good,E,SI2,62.8,55.0,6.6,6.62,4.15,4914
5962,0.91,Ideal,G,SI1,62.5,56.0,6.19,6.22,3.88,4673
12413,0.38,Ideal,G,SI1,61.3,56.0,4.63,4.67,2.85,666
7666,0.7,Very Good,I,SI2,60.9,59.0,5.7,5.76,3.49,1603
3449,0.35,Ideal,F,VS2,61.5,57.0,4.56,4.52,2.79,906
19356,2.0,Fair,I,SI2,65.9,57.0,7.96,7.79,5.19,10833
8255,1.0,Premium,G,SI2,61.8,60.0,6.37,6.34,3.93,4284
20153,0.92,Very Good,E,SI2,63.2,54.0,6.29,6.25,3.96,3679
10423,2.33,Very Good,H,SI2,63.2,56.0,8.44,8.35,5.31,13500
1282,0.5,Ideal,F,VVS1,62.0,58.0,5.06,5.07,3.14,2018
25495,0.36,Premium,F,VS1,61.8,58.0,4.56,4.53,2.81,1080
26876,0.43,Premium,F,SI2,60.2,60.0,4.85,4.91,2.94,679
19523,1.08,Premium,G,SI2,62.3,56.0,6.6,6.52,4.09,4627
4068,0.32,Ideal,E,VVS2,62.0,55.0,4.38,4.4,2.72,842
20647,0.74,Ideal,G,VVS1,62.1,56.0,5.78,5.82,3.6,3388
19443,1.7,Good,H,SI1,64.1,58.0,7.54,7.51,4.83,9158
8453,0.3,Premium,D,SI1,61.0,61.0,4.29,4.27,2.61,709
1902,0.53,Very Good,F,SI1,62.9,57.0,5.15,5.18,3.25,1268
18640,0.3,Ideal,G,SI1,61.2,56.0,4.33,4.36,2.65,487
18659,0.39,Very Good,F,SI1,60.0,55.0,4.76,4.79,2.86,661
19316,0.32,Ideal,E,IF,62.0,55.0,4.37,4.41,2.72,944
4823,1.12,Premium,I,SI1,61.3,58.0,6.69,6.68,4.1,4077
10992,0.32,Ideal,D,SI1,61.3,57.0,4.41,4.37,2.69,756
8438,1.51,Very Good,G,VVS2,62.6,59.0,7.26,7.3,4.56,15110
26325,0.43,Ideal,G,VS1,61.3,57.0,4.85,4.88,2.98,943
21850,0.5,Very Good,D,SI1,63.4,56.0,5.01,5.06,3.19,1354
17303,1.2,Very Good,H,SI1,60.8,58.0,6.8,6.85,4.15,6077
22977,0.71,Good,J,VS2,63.5,64.0,5.65,5.6,3.57,1644
820,2.1,Very Good,J,VS2,61.3,59.0,8.21,8.27,5.05,14229
26965,0.51,Premium,E,VS2,61.7,58.0,5.12,5.15,3.17,1656
21038,1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
13233,0.73,Ideal,F,SI2,62.1,56.0,5.77,5.8,3.59,2276
19958,0.3,Ideal,G,VVS2,62.7,57.0,4.26,4.32,2.69,684
24346,0.36,Premium,G,SI2,60.8,58.0,4.61,4.57,2.79,608
19828,0.7,Ideal,G,SI1,61.6,55.0,5.71,5.76,3.53,3145
7838,1.54,Premium,I,SI2,61.5,61.0,7.41,7.31,4.53,6278
9123,0.3,Premium,J,VS1,61.9,56.0,4.32,4.28,2.66,506
26900,0.31,Premium,E,SI1,62.7,58.0,4.35,4.32,2.72,605
20549,0.5,Ideal,G,VVS2,62.3,56.0,5.09,5.05,3.16,1935
17046,0.44,Ideal,G,SI1,61.7,55.0,4.88,4.91,3.02,1032
2551,0.32,Ideal,G,VS1,61.3,55.0,4.42,4.46,2.72,645
6716,0.24,Very Good,G,VS1,61.2,56.0,4.0,4.03,2.46,391
26255,1.01,Very Good,H,SI2,58.8,58.0,6.57,6.62,3.88,4166
126,0.9,Premium,I,VS2,61.2,62.0,6.19,6.13,3.77,3338
21085,0.3,Premium,D,SI1,62.2,58.0,4.31,4.28,2.67,709
23777,0.43,Very Good,D,SI2,63.3,57.0,4.82,4.79,3.04,858
7808,0.36,Ideal,E,VS1,62.4,55.0,4.59,4.61,2.87,852
17137,0.85,Ideal,I,SI1,61.4,56.0,6.06,6.12,3.74,3392
15146,0.57,Ideal,D,SI1,62.4,56.0,5.29,5.32,3.31,1754
24468,0.92,Very Good,E,SI1,63.0,57.0,6.17,6.21,3.9,4254
11380,0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51,2810
517,1.01,Fair,D,VVS2,65.4,57.0,6.2,6.16,4.04,8716
10912,0.35,Ideal,J,VS1,62.6,53.7,4.51,4.54,2.83,483
7877,0.4,Ideal,H,VS1,61.8,59.0,4.74,4.72,2.92,1017
24134,0.33,Ideal,G,VVS2,62.7,55.0,4.46,4.41,2.78,965
2305,0.25,Very Good,E,VS2,63.3,56.0,4.01,4.05,2.55,436
16009,0.96,Fair,J,SI1,67.3,56.0,6.06,6.01,4.06,2517
2427,1.62,Very Good,J,SI2,61.6,60.0,7.52,7.64,4.67,7072
2007,0.7,Ideal,F,SI1,60.8,57.0,5.73,5.71,3.48,2596
8079,1.24,Ideal,G,VS1,61.1,57.0,6.98,6.91,4.24,8449
15473,0.38,Ideal,H,VVS2,62.3,53.3,4.65,4.69,2.91,832
13255,1.08,Very Good,I,SI1,62.2,57.0,6.57,6.54,4.08,4933
24101,0.3,Ideal,F,VVS1,61.9,57.0,4.32,4.3,2.67,995
17391,0.91,Very Good,F,SI1,60.1,58.0,6.3,6.35,3.8,3879
